aid_data_record_id,aid_data_parent_id,title,completion_year,name,description
52967,1936,"China Eximbank provides $98.6 million loan for 46MW Hirgigo Power Plant Expansion Project (Linked to Project ID#30950)",2017,Eritrea,"In 2014, China Eximbank and the Government of Eritrea signed a $98.6 million concessional loan agreement for 46MW Hirgigo Power Plant Expansion Project. The borrowing terms of the loan are unknown. The proceeds were used to finance a commercial contract with Shanghai Corporation for Foreign Economic & Technical Cooperation (SFECO), which was signed in July 2012.   This project involved the installation of two 23MW oil-fired power generation units at the Hirgigo Power Plant (محطة توليد الكهرباء), which is located near the port city of Massawa. The power plant was expected to supply electricity to Koka gold mine and Bluestar Cleaning Company.  SFECO was the contractor responsible for project implementation. It was originally envisaged that the project would reach completion by January 2014. However, construction did not commence until in May 2015 or conclude until May 2016. A ceremony was held to turn on the 12K60MC-S low-speed diesel engines and hand over the project to the Eritrean Electric Corporation on May 12, 2016. Then, on November 15, 2017, the inauguration ceremony for the power plant took place.   The Hirgigo Power Plant reportedly has the capacity to produce approximately 73% of Eritrea's total power needs. The plant serves electricity users already connected to the grid, most of which are in Asmara or Massawa. More specifically, the plant with benefit the large industrial users in these areas including SFECO—which operates the China Eximbank-financed Koka gold mine (captured via Project ID#30950)."
55828,NULL,"Chinese Government provides grant for 2 MW Solar Power Plant Construction Project",2018,Eritrea,"In 2017, the Chinese Government provided a grant to the Government of Eritrea for 2 MW Solar Power Plant Construction Project. The monetary value of the grant is unknown.The project involved the construction of a solar power (photovoltaic) plant to the east of the capital Asmara. The plant covers an area of 32-thousand square meters and it has a designed installed capacity of 2.1114 MW. Upon completion, it was expected to produce an average of 11-thousand kilowatt hours of electricity per day. The power generation project was expected to generate about 3.25 million kilowatt-hours of electricity each year, which could alleviate power generation shortages in Asmara and surrounding cities. China State Construction Corporation was the contractor responsible for implementation. The project officially commenced on November 24, 2017 and concluded on April 24, 2018. It passed completion acceptance on May 14, 2018."
58385,755,"China Development Bank provides $1.5 billion loan to Eskom for 4800MW Medupi Power Plant Project (Linked to Project ID#52560)",2021,"South Africa","On July 6, 2017, China Development Bank and the Electricity Supply Commission (Eskom) — South Africa's state-owned electric power company — signed a $1.5 billion (ZAR 20 billion) loan agreement. The loan is payable over a 15-year period and it has a five-year drawdown period. Its estimated interest rate is 3.7149%. The Government of South Africa issued a sovereign guarantee in support of loan. By the end of 2022, the loan’s estimated disbursement rate was 83.62%.   The purpose of the project was to construction Medupi Power Plant (Medupi 发电厂项目) in Lephalale, Limpopo Province. The plant consists of six units (boilers) with a total capacity of 4800 MW. The project also involved the construction of the Ngwedi substation. The project’s total estimated cost is $11.31 billion.   Hitachi, Alstrom, and WSP Global were the contractors responsible for project implementation and management. The first structural concrete was poured on July 18, 2008. The Ngwedi substation transformer was officially commissioned in December 2016. By July 2017, Unit 1 was at full production capacity and Unit 2 was close to full capacity. In June 2019, Eskom reported that Unit 3 had reached full load on May 16, 2018 (796MW) and was first synchronized to the national grid on April 8, 2018. Unit 3 followed Units 6, 5 and 4, which have been commercially contributing electricity to the national grid since August 23, 2015 (U6), April 3, 2017 (U5) and November 28, 2017 (U4). The power plant achieved commercial operation status on July 31, 2021.  There are some indications that the CDB loan for the 4800MW Medupi Power Plant Project may have underperformed vis-a-vis the original expectations of the lender. In February 2019, the CEO of Eskom was asked the following question by a reporter: 'Can you indicate and comment in general terms on the World Bank, DBSA, China Development Bank and other DFI loan covenants, and what may be considered a breach, such as failure to meet required going concern status, debt service coverage ratio and/or other metrics?' He responded that 'I am cautious not to breach the confidentiality of the lenders, but generally speaking, the going-concern status of Eskom is informed by normal credit metrics — interest cover, debt service cover, and so on. When we do find ourselves in a situation where we will not meet these requirements, many of the terms do allow us to put forward an action plan on how it’s going to be resolved.' Then, in February 2023, South Africa’s National Treasury announced that it would would take on ZAR 254 billion ($14 billion) of Eskom's ZAR 423 billion debt that was at risk of default, to enable the state-owned power utility to pay down its principal and interest obligations."
58655,1058,"ICBC provides $102.9 million loan to Scatec Solar for Upington Solar PVs Project",2020,"South Africa","In April 2015, Scatec Solar was awarded preferred bidder status for the three solar PV projects in Upington in the fourth bidding round under the Renewable Energy Independent Power Producer Procurement (REIPPP) Programme in South Africa. The Upington Solar Complex is located in Upington, South Africa  (阿平顿太阳能项目).  Upon completion, the complex was expected to produce 217 GWh annually and lead to the abatement of more than 180,000 tons of CO(2) emissions annually.  In April 2018, Sirius Solar PV Project One (RF) (Pty) Ltd, Dyason’s Klip 1, and Dyason’s Klip 2 -- three special purpose vehicles, integrated independent solar power producers, and joint ventures of Scatec Solar (42% equity stake), H1 Holdings (35% equity stake), and KLP Norfund Investments (18% equity stake) -- reached financial close for three 86 MW solar PV plants (Sirius, Dyason’s Klip 1, and Dyason’s Klip 2) in South Africa totaling 258 MW. The three projects involved a total investment of ZAR 4.76 billion. A consortium of commercial banks and DFIs -- with Standard Bank in the lead -- provided non-recourse project finance of ZAR 3.68 billion, accounting for 77% of the total project cost.    The Industrial and Commercial Bank of China (ICBC) provided $109.2 million. Its loan has a CPI-linked interest rate, where the interest rate was 6.43% in 2018-2019 and 8.14% in 2019-2020. The principal loan amount, as a result, was uplifted based on the yearly observed CPI factor. In 2019, the CPI factor applied to loans was 4.2%, and, in 2020, it was 3.0%. The loan had a maturity date of 2037, making its maturity length 19 years.  Construction was originally expected to start in the third quarter of 2018 with grid connection by the end of 2019. Construction ultimately began in December 2018. On February 18, 2020, the 86MW first phase of the 258MW PV installation in Upington -- known as known as Sirius -- reached commercial operation. Then, on April 6, 2020, the project as a whole was completed and entered commercial operation."
92499,NULL,"CDB provides EUR 89 million loan for Tanjung Kidurong Gas-fired Power Plant Project",2021,Malaysia,"In 2019, China Development Bank issued an EUR 89 million loan to SEB Power Sdn Bhd — a wholly owned subsidiary of Sarawak Energy (the electric utility company of the Malaysian state of Sarawak) — for the 826MW Tanjung Kidurong Gas-fired Power Plant Project. The borrowing terms of the loan are unknown. However, it is known that the borrower was expected to use the loan proceeds to partially finance a £195.37 million ($238.62 million or RM 1 billion) EPC contract between Sarawak Energy and a consortium (consisting of GE Power Solutions (Malaysia) Sdn Bhd, GE (Switzerland) GmbH, Sinohydro Corporation (M) Sdn Bhd, and Sinohydro Corporation Ltd), which was signed on October 28, 2016. The purpose of the project is to construct one of two 421 MW power generation units at the 826 MW combined-cycle gas turbine (CCGT) power plant within the existing Tanjung Kidurong (Bintulu) power station, which is located approximately 6 km away from the Bintulu sea port, in the Kidurong Industrial Park, Bintulu province, Sarawak, Malaysia. The exact locational coordinates of the power plant are 3.2899, 113.0942. Each power generation unit (or ‘block’) will be equipped with a GE F-class gas turbine, a steam turbine, and a waste heat recovery boiler in a multi-shaft configuration that also enables open-cycle, as well as dual fuel operations. Incorporating innovative twin combustor design that involves the environmental vortex (EV) as well as the sequential EV (SEV) combustors, the gas turbine features low exhaust emission and greater operating flexibility. The project will utilize an integrated cooling water system comprising three 1.1km-long and 2.5diameter sub-sea, high-density polyethylene (HDPE) water intake and drainage pipes. The electricity generated by the project will be evacuated into the grid through a 275kV power transmission line via a gas insulated substation (GIS).   GE Power Solutions (Malaysia) Sdn Bhd, GE (Switzerland) GmbH, Sinohydro Corporation (M) Sdn Bhd, and Sinohydro Corporation Ltd are the EPC contractors responsible for project implementation. Several subcontractors are also involved. China’s Eight Bureau of Power Construction Hydropower and Hubei Engineering Company Construction Company were engaged for the construction works of the project. Vantage Steek Works and Kemuning Engineering were engaged for the supply, fabrication, and erection of steel structure. Sarens was contracted for the equipment lifting and installation operations, while Flenco was subcontracted by GE Switzerland for the supply of auxiliary systems for unit one of the combined-cycle project. KASI Malaysia was appointed by Sinohydro Corporation for the marine traffic risk analysis (MTRA) of the cooling water intake pipeline.   In April 2018, a social and environmental impact assessment (SEIA) was undertaken by Chemsain Consultant in line with the requirements of the Equator Principles risk management framework and in compliance with with national requirements as well as the Performance Standard of the International Finance Corporation (IFC). Then, in May 2018, an Environmental and Social Due Diligence exercise was conducted by an international independent environmental and social consultant. Unit 1 construction started in November 2016. Its gas turbine was successfully ignited in November 2019. Unit 1 was then connected to the grid on July 30, 2020 and was put into commercial operation on January 20, 2021 (11 days ahead of schedule)."
53783,1973,"China Development Bank provides a $166.67 million USD loan for the Tiroda Thermal Power Project (Linked to Project ID#54345)",2014,India,"On April 22, 2013, Adani Power Maharashtra Ltd (APML) — a special purpose vehicle and subsidiary of Adani Power — signed a $480 million syndicated loan agreement with China Development Bank, the Industrial and Commercial Bank of China (ICBC), and the Standard Chartered Bank for the 3300 MW Tiroda Thermal Power Project. Each bank reportedly contributed $166,670,000 USD to the loan syndicate. Project ID#53783 captures China Development Bank’s contribution, while Project ID#54345 captures ICBC’s contribution. The loan carried a 10-year maturity. Its grace period and interest rate is unknown.   The 3300 MW Tiroda Thermal Power Project involved the construction of five 660 MW units. APML was responsible for the financing, design, and implementation of the project. It has a long-term power purchase agreement (PPA) with Maharashtra state utility.   Powergen Infrastructure was the turnkey contractor for the project. Sichuan Machinery & Equipment Import & Export Company (SCMEC) supplied equipment for the project. SCMEC, however, could not perform the contract works due to Visa policy issues with India. SCMEC, instead, guided the sub-contractors in the erection, commissioning, and operation of the equipment. This project was completed on October 11, 2014."
54343,1998,"China Eximbank contributes $88 million to $288 syndicated loan for 1320 MW Coal-Fired Jhajjar Power Plant Project (Linked to Project ID#54344)",2012,India,"On November 17, 2010, China Development Bank (CDB), Export-Import Bank of China (CEXIM), Hong Kong and Shanghai Banking Corporation (HSBC), Standard Chartered Bank, and Bank of Tokyo-Mitsubishi UFJ provided a $288 million syndicated loan to CLP India Private Limited — a subsidiary of CLP Group — for the 1320 MW Coal-Fired Power Plant Project in Jhajjar, Haryana. The loan carries a 13.5-year maturity (final maturity date is May 17, 2024). The interest rate and grace period are unknown. Sinosure provided insurance for the syndicated loan. China Eximbank reportedly contributed $88 million to the loan facility (captured via Project ID#54343) and China Development Bank (CDB) contributed $100 million (captured via Project ID#54344). The loan is refinancing a part of a INR 39 billion loan that CLP India Private Limited contracted in 2009 with Industrial Development Bank of India (IDBI).   SEPCO III and Shandong Tiejun Engineering Company Limited were the EPC contractors responsible for project implementation. Construction began in January 2009. Stage one of the project involved installing 660 MW capacity and that was commissioned March 2012. Stage two of the project involved installing 660 MW capacity and it was commissioned on July 19, 2012."
54344,1998,"CDB provides a $100 million USD loan for the 1320 MW Coal-Fired Jhajjar Power Plant Project (Linked to Project ID#54343)",2012,India,"On November 17, 2010, China Development Bank, the Export-Import Bank of China, Hong Kong and Shanghai Banking Corporation, Standard Chartered Bank, and Bank of Tokyo-Mitsubishi UFJ provided a $288 million USD syndicated loan to CLP India Private Limited — a subsidiary of CLP Group — for the1320 MW Coal-Fired Power Plant Project in Jhajjar, Haryana. The loan carries a 13.5-year maturity. The loan’s final maturity date is May 17, 2024. The interest rate is unknown.   China Eximbank reportedly contributed $88 million USD to the loan syndicate, while China Development Bank contributed $100 million USD. Sinosure provided insurance for the loan. The loan is refinancing a part of a Rs39 billion loan that CLP India Private Limited contracted in 2009 with Industrial Development Bank of India (IDBI). Project ID#54343 captures China Eximbank’s contribution and this project captures China Development Bank’s contribution.  SEPCO III/Shandong Tiejun Engineering Company Limited was the EPC contractor responsible for project implementation. Construction began in January 2009. Stage one of the project involved installing 660 MW capacity and that was commissioned March 2012. Stage two of the project involved installing 660 MW capacity and it was commissioned on July 19, 2012."
54345,1973,"ICBC provides a $166.67 million loan for the Tiroda Thermal Power Project (Linked to Project ID#53783)",2014,India,"On April 22, 2013, Adani Power Maharashtra Ltd (APML) — a special purpose vehicle and subsidiary of Adani Power — signed a $480 million syndicated loan agreement with China Development Bank, the Industrial and Commercial Bank of China (ICBC), and the Standard Chartered Bank for the 3300 MW Tiroda Thermal Power Project. Each bank reportedly contributed $166,670,000 USD to the loan syndicate. Project ID#53783 captures China Development Bank’s contribution, while Project ID#54345 captures ICBC’s contribution. The loan carried a 10-year maturity. Its grace period and interest rate is unknown.   The 3300 MW Tiroda Thermal Power Project involved the construction of five 660 MW units. APML was responsible for the financing, design, and implementation of the project. It has a long-term power purchase agreement (PPA) with Maharashtra state utility.   Powergen Infrastructure was the turnkey contractor for the project. Sichuan Machinery & Equipment Import & Export Company (SCMEC) supplied equipment for the project. SCMEC, however, could not perform the contract works due to Visa policy issues with India. SCMEC, instead, guided the sub-contractors in the erection, commissioning, and operation of the equipment. This project was completed on October 11, 2014."
54346,NULL,"China Eximbank contributes $49 million to $98 million syndicated loan for 1080 MW Raj Westpower Power Plant Project",2013,India,"On April 1, 2009, China Eximbank and ICICI Bank provided a syndicated loan worth 4,954.49 million Indian rupees (or $98 million) to JSW Group for the 1080MW Raj Westpower Power Plant Project. Each bank contributed 50% of the debt financing for the syndicated loan ($49 million USD). The proceeds of the loan were used to construct a 1080 MW lignite based pitehead power plant in the district of Rajasthan. The power plant consists of 8 units and each unit was commissioned on a staggered schedule. The sixth and seventh units were the last ones to be commissioned — on March 16, 2013. JSW Group is the parent company of Raj Westpower. It has signed power purchase agreements (PPAs) with distributors in Rajasthan for 1000 MW, at a 30-year levelized tariff of Rs 1.91 per unit, excluding escalations."
54362,733,"China Development Bank contributes $333 million to $1.114 billion syndicated loan for 3,960 MW Coal-Fired Sasan Ultra Mega Power Project (UMPP) (Linked to Project ID#43106, #92020, #92021)",2015,India,"On December 15, 2010, China Development Bank (CDB), the Bank of China (BOC), the Export-Import of China, and Standard Chartered Bank signed a $1.114 billion syndicated loan agreement with Reliance Power Limited (R-Power) for the 3,960MW Coal-Fired Sasan Ultra Mega Power Project (UMPP).   CDB, BOC, and China Eximbank's contributions to the $1.114 billion USD syndicated loan reportedly totaled $1 billion USD. Because it is unclear how much each bank contributed, AidData assumes the three Chinese banks contributed equally ($333,333,333). The CDB's portion is captured in #54362, China Eximbank's portion is captured in #92020, and Bank of China's portion is captured in #92021. The loan carried a maturity period of 13 years and it is insured by Sinosure. Reliance Power announced that its 3960 MW Sasan Ultra Mega Power Project (SUMPP) has received the final commitment of term loans of Rs 5,000 crore ($1,114 million USD).   The UMPP involved the construction and operation of a 3,960 MW coal-fired power plant and a captive coal mine in the village of Singrauli within the state of Madhya Pradesh. The proceeds from the syndicated loan were to be primarily used to purchase power equipment from Shanghai Electric. The UMPP, which was officially commissioned on March 30, 2015, has 6 power towers of 660MW each and was a 'super-critical technology-based pit-head coal-fired power generating plant.' This project is linked to an earlier MOU captured by linked project ID#43106."
92020,733,"China Eximbank contributes $333 million to $1.114 billion syndicated loan for 3,960 MW Coal-Fired Sasan Ultra Mega Power Project (UMPP) (Linked to Project ID#43106, #54362, #92021)",2015,India,"On December 15, 2010, China Development Bank (CDB), the Bank of China (BOC), the Export-Import of China, and Standard Chartered Bank signed a $1.114 billion syndicated loan agreement with Reliance Power Limited (R-Power) for the 3,960MW Coal-Fired Sasan Ultra Mega Power Project (UMPP).   CDB, BOC, and China Eximbank's contributions to the $1.114 billion USD syndicated loan reportedly totaled $1 billion USD. Because it is unclear how much each bank contributed, AidData assumes the three Chinese banks contributed equally ($333,333,333). The CDB's portion is captured in #54362, China Eximbank's portion is captured in #92020, and Bank of China's portion is captured in #92021. The loan carried a maturity period of 13 years and it is insured by Sinosure. Reliance Power announced that its 3960 MW Sasan Ultra Mega Power Project (SUMPP) has received the final commitment of term loans of Rs 5,000 crore ($1,114 million USD).   The UMPP involved the construction and operation of a 3,960 MW coal-fired power plant and a captive coal mine in the village of Singrauli within the state of Madhya Pradesh. The proceeds from the syndicated loan were to be primarily used to purchase power equipment from Shanghai Electric. The UMPP, which was officially commissioned on March 30, 2015, has 6 power towers of 660MW each and was a 'super-critical technology-based pit-head coal-fired power generating plant.' This project is linked to an earlier MOU captured by linked project ID#43106."
92021,733,"Bank of China contributes $333 million to $1.114 billion syndicated loan for 3,960 MW Coal-Fired Sasan Ultra Mega Power Project (UMPP) (Linked to Project ID#43106, #54362, #92020)",2015,India,"On December 15, 2010, China Development Bank (CDB), the Bank of China (BOC), the Export-Import of China, and Standard Chartered Bank signed a $1.114 billion syndicated loan agreement with Reliance Power Limited (R-Power) for the 3,960MW Coal-Fired Sasan Ultra Mega Power Project (UMPP).     CDB, BOC, and China Eximbank's contributions to the $1.114 billion USD syndicated loan reportedly totaled $1 billion USD. Because it is unclear how much each bank contributed, AidData assumes the three Chinese banks contributed equally ($333,333,333). The CDB's portion is captured in #54362, China Eximbank's portion is captured in #92020, and Bank of China's portion is captured in #92021. The loan carried a maturity period of 13 years and it is insured by Sinosure. Reliance Power announced that its 3960 MW Sasan Ultra Mega Power Project (SUMPP) has received the final commitment of term loans of Rs 5,000 crore ($1,114 million USD).     The UMPP involved the construction and operation of a 3,960 MW coal-fired power plant and a captive coal mine in the village of Singrauli within the state of Madhya Pradesh. The proceeds from the syndicated loan were to be primarily used to purchase power equipment from Shanghai Electric. The UMPP, which was officially commissioned on March 30, 2015, has 6 power towers of 660MW each and was a 'super-critical technology-based pit-head coal-fired power generating plant.' This project is linked to an earlier MOU captured by linked project ID#43106."
31023,1541,"China Eximbank provides RMB 592.4 million government concessional loan for Olkaria IV Geothermal Production Wells Drilling Project (Linked to Project ID#58350)",2014,Kenya,"On November 16, 2009, the Chinese Government and the Government of Kenya signed a preferential loan framework agreement for the Olkaria Geothermal Field Project. Then, on April 13, 2010, China Eximbank and the Government of Kenya signed a government concessional loan (GCL) agreement worth RMB 670,000,000 ($93 million) for the for Olkaria IV Geothermal Production Wells Drilling Project. The face value of the loan was subsequently revised to RMB 592,436,205.64. The loan carried the following borrowing terms: a 2% interest rate, a 20-year maturity, and a 6-month grace period. The loan was scheduled for semi-annual repayment installments from August 31, 2010 until March 21, 2030.    The Government of Kenya subsequently signed a subsidiary loan agreement with Kenya Electricity Generating Company (KenGen) -- the largest power producing company in Kenya (responsible for about 69% of the electricity consumed in the country). The proceeds of the loan were to be used by the ultimate borrower (KenGen) to finance its commercial contract with Great Wall Drilling Company (中国石油长城钻探工程有限公司), which was signed in December 2006.   The borrower made principal repayments worth RMB 23,697,448 between July 1, 2020 and June 30, 2021 (Fiscal Year 2020-2021) and RMB 47,394,896.00 between July 1, 2021 and June 30, 2022 (Fiscal Year 2021-2022). The loan’s amount outstanding was RMB 473,948,964.52 as of June 30, 2020, RMB 426,554,068.06 as of June 30, 2021, and RMB 379,159,171.61 as of June 30, 2022.   The purpose of the project was to drill 26 steam production wells at the Olkaria IV geothermal field, and thereby support the development of a 140 MW geothermal power plant (station).  The Olkaria IV geothermal field is located Naivasha District and Nakuru County. It is situated just inside the Hell’s Gate National Park, on the eastern edge of the Eastern Rift Valley.   The project was implemented by Kenya's Geothermal Development Company (GDC) — a government special purpose vehicle (SPV) for geothermal development — in collaboration with Great Wall Drilling Company, Kenya Electricity Generating Company Ltd (KenGen), and Kenya's Ministry of Energy & Petroleum. Project implementation commenced on July 23, 2012. It was completed on October 17, 2014.   However, there are indications that the project has financially underperformed vis-a-vis the original expectations of the lender. According to a report from Kenya’s Auditor General for the Year Ended June 30, 2021, '[t]he wells were drilled between the year 2011 and 2015 and have never been connected to any plant for generation of power. [Kenya Electricity Generating Company PLC, which is also known as KenGen] has in the meantime continued to pay the principal sum and interest [of the loan] while no corresponding revenue has been realized to date. Further, [KenGen] Management has not given the details of when the wells will likely be utilized in the generation of power. As a result, there is no value for money obtained on the investment [...].'"
47008,NULL,"China Eximbank provides RMB 867.2 million government concessional loan for 54.66 MW Garissa Solar Power Plant Construction Project",2019,Kenya,"On August 31, 2015, China Eximbank and the Government of Kenya signed a government concessional loan (GCL) agreement [CHINA EXIMBANK GCL No. 2015 (10)] worth RMB 867,293,233.33 ($135,784,014) for the Garissa Solar Power Plant Construction Project. The GCL carries the following borrowing terms: a 2% interest rate, a 10.25 year grace period, and a 20 year maturity. The loan is scheduled for repayment in semi-annual installments between December 31, 2025 and September 21, 2035.   The loan had achieved a disbursement rate of 93.47% ($126,922,733 out of $135,784,014) and there was an undrawn balance of $8,861,281 (worth 6.52% of the face value of the loan) as of June 30, 2021. The borrower made principal repayments worth RMB 47,502,088.34 between July 1, 2020 and June 30, 2021 (Fiscal Year 2020-2021) and no principal repayments between July 1, 2021 and June 30, 2022 (Fiscal Year 2021-2022). The loan’s amount outstanding was RMB 818,856,345.01 as of June 30, 2020, RMB 866,358,433.35 as of June 30, 2021, and RMB 866,358,433.35 as of June 30, 2022.  The purpose of the $151,047,789.51 project was to construct a solar power plant that is located 20 kilometers north of Garissa, in Barki Village. The power plant was originally planned to have a capacity of 50 MW, providing electricity for 350,000 people and 1000 employment opportunities for citizens in the area.   Jiangxi Corporation for International Economic and Technical Cooperation (CJIC) was the general contractor responsible for project implementation, but it undertook the project in collaboration with Kenya's Rural Electrification Authority (REA) and the Chinese solar company JinkoSolar. Project implementation commenced on September 29, 2016. Kenyan President Uhuru Kenyatta officially launched the power plant on December 13, 2019. When solar panel prices went down, the capacity of the plant was increased from 50MW to 54.66MW. Of the power produced by the plant, Garissa town consumes roughly 5MW and the rest is connected to the national grid, making it the biggest solar plant in East Africa. The plant sits on 85 acres and consists of 210,000 photovoltaic (PV) panels. The power plant is now operated by Kenya's Rural Electrification Authority (REA) and it sells power to Kenya Power and Lighting Company (KPLC)."
58740,NULL,"ICBC provides $80 million loan for 83 MW Athi River Medium Speed Diesel (MSD) Power Plant",2016,Kenya,"On October 16, 2013, Standard Bank and the Industrial and Commercial Bank of China (ICBC) signed a $108 million syndicated loan agreement with Triumph Power Generating Company (TPGC or ‘Triumph’) — special purpose vehicle — for the 83MW Athi River Medium Speed Diesel (MSD) Power Plant Project in Kenya. ICBC provided $80 million of debt financing, and the Standard Bank of South Africa (Stanbic) provided the remaining $28 million. The syndicated loan carries an interest rate of 6-month LIBOR (0.361% in October 2013) plus 803 basis points, a 1.5 year grace period, and a 15 year maturity.   The project was implemented on a public-private partnership (PPP) basis. As such, the loan was provided to a project company rather than the Government of Kenya.  Triumph Power Generating Company Ltd (TPGC) was established to undertake the design, financing, construction, and operation of the power plant on a build-own-operate (BOO) basis. The project was structured on a limited recourse basis and it reportedly finance according to a debt-equity ratio of 75:25. The power plant is located at Kitengela (near the Athi River) in Machakos County, about 25km from the Nairobi city in Kenya. The plant has a total installed capacity of 83MW and will consist of 10 x 9.0MW medium speed diesel (MSD) units.   XJ International Engineering Corporation — a wholly owned subsidiary of China State Grid Corporation — was the Engineering, Procurement, and Construction (EPC) contractor responsible for implementation.  As part of the project, Kenya Power and Lighting Company (KPLC) signed a 20-year agreement with Triumph to purchase power from the plant, which was expected to be a crucial supplier to the utility during times of drought when the country's hydroelectric generating capacity becomes constrained. The foundation excavation work for the project began on April 23, 2012, and the power plant has been in commercial operation since February 2, 2016.   The World Bank's Multilateral Investment Guarantee Agency (MIGA) agreed to provide $102.5 million in breach of contract insurance should Kenya Power and Lighting Company (KPLC) fail to honor its 20-year power purchase agreement with Triumph. MIGA's insurance also covers the Government of Kenya's obligations under the Government of Kenya (GoK) Letter of Support. According to Kwame Parker, East Africa Head of Debt Solutions & Infrastructure Finance at CfC Stanbic Bank, '[t]he highlight of this transaction is that it marks the first time that a Chinese commercial bank has used MIGA cover for a non-recourse transaction' and '[i]t's also likely the first time a Chinese financial institution is directly lending to a project company for a transaction in Sub-Saharan Africa that is not related to resource extraction, with no explicit sovereign guarantee.'"
36701,NULL,"China Development Bank contributes $356 million to syndicated buyer's credit loan for Phase C of 350 MW Candiota Thermoelectric Power Plant",2010,Brazil,"In November 2004, China Development (CDB), Centrais Elétricas Brasileiras S.A. (Eletrobras), and CITIC Group Corporation Ltd. signed a framework agreement for Phase C of the 350 MW Candiota Power Plant. The agreement was signed in the presence of President of Brazil Luiz Inácio Lula da Silva and Chinese President Hu Jintao. At the time, the estimated investment into the project was $256 million, with CDB financing 90% and CGTEE covering the remaining 10%. On August 3, 2006, the Federal Senate of Brazil authorized CGTEE to take on $430 million of external debt, and the loan agreement was to be signed within 270 days of this authorization.  On April 20, 2007, CDB, BNP Paribas S.A., and Companhia de Geração Térmica de Electric energy (CGTEE) -- a subsidiary of Eletrobras  -- signed a $430 million syndicated buyer's credit loan agreement for Phase C of 350 MW Candiota Thermoelectric power plant. CDB contributed $356 million to the loan syndicate.  The remaining funding was contributed by CGTEE.   The loan was provided in two tranches: a $281 million tranche to finance an export contract and a $149 million tranche to finance a commercial contract.  According to the 2007 Eletrobras Annual Report, the $281 million tranche, which was to be used for the acquisition of equipment and services, carried an interest rate of LIBOR plus a 0.75% margin and a maturity of 15 years, and the $149 million tranche, which was to be used for other project expenses, carried an interest rate of LIBOR plus a 1.30% margin and a maturity of 8 years.  The interest and the principal payments of the loan were to be made semiannually in June and December. The funds from the financing agreement were fully drawn upon by May 2010. The loan's (principal) amount outstanding was BRL 682.4 million as of December 31, 2014 and  BRL 182.6 million as of December 31, 2020.  China Export & Credit Insurance Corporation (Sinosure) originally provided buyer's credit insurance for this debt. However, it was replaced as an insurer by CDB itself on May 8, 2008, at the demand of the Chinese Government. Sinosure's replacement was related to issues regarding the project's contracts and financing, which caused considerable delays.  This project sought to construct and install a 350 MW subcritical condensing coal-fired unit in the Candiota plant. The Candiota plant was located in the Municipality of Candiota, located in the southern half of the state of Rio Grande do Sul, about 400 kilometers from Porto Alegre. In addition to CITIC, PowerChina SEPCO1 Electric Power Construction Co., Ltd. (SEPCO1) was a subcontractor responsible for project implementation. It signed an agreement with CITC to implement the project on August 19, 2006; it was responsible for the engineering design, supply of materials and equipment, construction (under an engineering, procurement, and construction (EPC) contract), installation, commissioning, testing, and trial operation and repair. The project's groundbreaking ceremony was held on September 25, 2006. The project was completed on December 29, 2010, after a successful 168-hour long full-load trial run.  The Candiota plant’s Units A and B, which were in operation prior to SEPCO1's implementation the third phase of the project, have experienced serious issues. In 2016, the Brazilian Institute of Environment and Renewable Natural Resources (IBAMA) closed the plant because of its failure to meet pollutant emission control parameters; IBAMA suspended at Units A and B and fined the plant $23 million upon discovering violations in the maximum flow of effluents and the rates of grease and oil."
60193,NULL,"ICBC contributes $800 million to $1 billion syndicated bridge loan for 1710 MW São Simão Hydropower Station Acquisition Project",2019,Brazil,"On September 27, 2017, China State Power Investment Corporation (SPIC) acquired the São Simão Hydropower Plant (HPP) from Companhia Energetica de Minas Gerais (a Brazilian state-owned company) for $2.25 billion (R$ 7.18 billion). Then, on November 10, 2017, SPIC Brazil Sao Simao Hydropower Energy Co., Ltd. (a project company) signed the 30-year concession agreement with the Brazilian Electricity Regulatory Authority. On November 28, 2017, SPIC submitted payment for the franchise fee.   Then, in February 2018, ICBC and JPMorgan Chase Bank, N.A. into a $1 billion syndicated loan agreement with UHE São Simão Energia S.A. -- a special purpose vehicle and wholly-owned subsidiary of China State Power Investment Corporation (SPIC)-- for the 1710 MW São Simão Hydropower Station Acquisition Project. ICBC acted as Mandated Lead Arranger and JP Morgan Chase Bank, N.A. acted as Agent. The loan carried a 1-year maturity and an unknown interest rate. The borrower was expected to use the proceeds of the loan to finance the acquisition of the 30-year franchise (or concession rights) over 1710 MW São Simão Hydropower Station in Brazil. More specifically, the proceeds of the loan were used to cover the transaction costs, fees, and taxes related to the acquisition and rights to use 1710 MW  São Simão Hydropower Station.   SPIC formally took over Sao Simao Hydropower Station in Brazil on May 10, 2019."
